	Bayesian Skyline: Flu.log			
Time	Mean	Median	Upper	Lower
1998.7802438966282	1.9908386155752782	1.4754466862434583	6.674246217807651	0.4545215640486621
1998.6984050005312	1.9613024898995035	1.4593883758290325	6.568348501028502	0.4545215640486621
1998.6165661044342	1.9393383640149584	1.4434618661257155	6.403380334723485	0.4545215640486621
1998.5347272083372	1.9200782322995276	1.435826389218992	6.348540228088358	0.4548082064854333
1998.4528883122402	1.9052327709235441	1.4323548405212885	6.289142623332275	0.4548082064854333
1998.3710494161433	1.8992451653078424	1.430116728537384	6.263895018383103	0.4545215640486621
1998.2892105200463	1.8887061771673392	1.4286295294057558	6.198151899646956	0.4545215640486621
1998.2073716239493	1.86942825023364	1.4279491964176054	5.962697684483922	0.4545215640486621
1998.1255327278523	1.8617025958726585	1.4235566294154849	5.827494191476503	0.4545215640486621
1998.0436938317553	1.858255108063996	1.4235566294154849	5.788889992197526	0.4545215640486621
1997.9618549356583	1.8531549636128954	1.4211553108796886	5.754570424081207	0.4545215640486621
1997.8800160395613	1.8502739855407946	1.4195426342291864	5.551107769631831	0.4545215640486621
1997.7981771434643	1.8503123287160723	1.4195426342291864	5.551107769631831	0.4545215640486621
1997.7163382473673	1.8403321074585852	1.4163526707357226	5.544276063418061	0.4545215640486621
1997.6344993512703	1.8353332778378053	1.4163526707357226	5.440103724028154	0.4545215640486621
1997.5526604551733	1.827436894006862	1.4149051643041812	5.3602213682072195	0.4545215640486621
1997.4708215590763	1.8285171325422946	1.4162102008729296	5.3602213682072195	0.4545215640486621
1997.3889826629793	1.8227591772479168	1.4146313994557367	5.286557755447287	0.4528213647725459
1997.3071437668823	1.8169592449607426	1.414266338508977	5.2325875380704066	0.4528213647725459
1997.2253048707853	1.816151806965963	1.414266338508977	5.2325875380704066	0.4528213647725459
1997.1434659746883	1.8122140357924252	1.414266338508977	5.20130083170126	0.4528213647725459
1997.0616270785913	1.8111022398355512	1.412464179713041	5.188504790571421	0.4528213647725459
1996.9797881824943	1.69523659868911	1.3541925469639142	4.84896609620841	0.3837933713652622
1996.8979492863973	NaN	NaN	NaN	NaN
